tmdb_id,imdb_id,title,original_title,original_language,release_date,year,runtime_min,genres,popularity,vote_average,vote_count,budget_usd,revenue_usd,overview,tagline,director,top_cast,production_companies,production_countries,us_rating,keywords,poster_path,tmdb_url
1356039,tt23648788,Counterattack,Contraataque,es,2025-02-27,2025,85,"Action, Adventure, Thriller",9.0308,8.238,803,0,0,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",,Chava Cartas,"Luis Alberti, Noé Hernández, Leonardo Alonso, Luis Curiel, Guillermo Nava",Draco Films,Mexico,R,"mexico, usa–mexico border, special forces, military, narcos, murcielagos",https://image.tmdb.org/t/p/w500/38I76hGcFY6xB47pjm7pZwkfuAF.jpg,https://www.themoviedb.org/movie/1356039
168259,tt2820852,Furious 7,Furious 7,en,2015-04-01,2015,139,"Action, Crime, Thriller",9.0286,7.218,11210,190000000,1515400000,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,Vengeance hits home.,James Wan,"Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson","Original Film, One Race, Universal Pictures",United States of America,PG-13,"car race, speed, street race, revenge, race, cars, suspenseful, admiring, excited",https://image.tmdb.org/t/p/w500/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,https://www.themoviedb.org/movie/168259
514847,tt8244784,The Hunt,The Hunt,en,2020-03-11,2020,90,"Action, Thriller, Horror",9.0005,6.637,3577,14000000,12400979,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",Only designated people may be hunted at the manor.,Craig Zobel,"Betty Gilpin, Hilary Swank, Ethan Suplee, Teri Wyble, Ike Barinholtz","Blumhouse Productions, Universal Pictures",United States of America,R,"dark comedy, gore, satire, survival, murder, survival horror, political, death game",https://image.tmdb.org/t/p/w500/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,https://www.themoviedb.org/movie/514847
1072790,tt26047818,Anyone But You,Anyone But You,en,2023-12-21,2023,103,"Romance, Comedy",8.9956,6.792,2996,25000000,214891370,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",They only look like the perfect couple.,Will Gluck,"Sydney Sweeney, Glen Powell, Mia Artemis, Nat Buchanan, GaTa","Olive Bridge Entertainment, Roth-Kirschenbaum Films, SK Global Entertainment, Columbia Pictures",United States of America,R,"australia, hiking, romcom, based on play or musical, law school, aftercreditsstinger, duringcreditsstinger, fake dating, destination wedding",https://image.tmdb.org/t/p/w500/5qHoazZiaLe7oFBok7XlUhg96f2.jpg,https://www.themoviedb.org/movie/1072790
50546,tt1564367,Just Go with It,Just Go with It,en,2011-02-10,2011,117,"Comedy, Romance",8.9907,6.705,6070,80000000,214945591,"While romancing Palmer, a much younger schoolteacher, plastic surgeon Danny Maccabee enlists his loyal assistant Katherine to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, Katherine's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.","Sometimes you need a girl, to get the girl.",Dennis Dugan,"Adam Sandler, Jennifer Aniston, Brooklyn Decker, Nicole Kidman, Nick Swardson","Columbia Pictures, Happy Madison Productions",United States of America,PG-13,"friendship, hawaii, assistant, plastic surgery, romcom, waterfall, falling in love, older man younger woman relationship, young woman, family vacation",https://image.tmdb.org/t/p/w500/3rz7bfGsPGcI6cfY002n9VrUgao.jpg,https://www.themoviedb.org/movie/50546
1147416,tt13701202,"Miraculous World: London, At the Edge of Time","Miraculous World : Londres, la course contre le temps",fr,2024-11-14,2024,50,"Animation, Family, Action, Fantasy",8.9891,7.457,301,0,0,"To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time.",,Thomas Astruc,"Anouck Hautbois, Marie Nonnenmacher, Benjamin Bollen, Clara Soares, Marie Chevalot","ZAG Entertainment, Method Animation",France,PG,"london, england, paris, france, superhero, time travel, notebook, death of father, ghost, kids, changing history, masked supervillain",https://image.tmdb.org/t/p/w500/6AtoMpHvs9pxd30KsyK8QmJ9W9M.jpg,https://www.themoviedb.org/movie/1147416
87428,tt1232200,That's My Boy,That's My Boy,en,2012-06-14,2012,116,Comedy,8.9879,5.806,2128,70000000,57719093,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",The story of a child… and his son.,Sean Anders,"Adam Sandler, Andy Samberg, Leighton Meester, Vanilla Ice, Tony Orlando","Relativity Media, Columbia Pictures, Happy Madison Productions",United States of America,R,"talk show, older woman seduces younger guy, women's prison, strip club, drinking, prison sentence, single father, incest, teacher student relationship, troubled childhood",https://image.tmdb.org/t/p/w500/oaLhdRsZ5Mq8VfZtA4Wlvjzzn0X.jpg,https://www.themoviedb.org/movie/87428
75612,tt1483013,Oblivion,Oblivion,en,2013-04-10,2013,124,"Action, Science Fiction, Adventure, Mystery",8.9856,6.673,11394,120000000,286168572,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",Earth is a memory worth fighting for.,Joseph Kosinski,"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough, Nikolaj Coster-Waldau","Universal Pictures, Relativity Media, Monolith Pictures, Chernin Entertainment, Radical Studios, Anonymous Content",United States of America,PG-13,"spacecraft, dystopia, post-apocalyptic future, based on comic, space, drone, surveillance, human vs alien, 2070s",https://image.tmdb.org/t/p/w500/bYLM3GpNUZnoFElPXp1zlhDPdtv.jpg,https://www.themoviedb.org/movie/75612
445571,tt2704998,Game Night,Game Night,en,2018-02-15,2018,100,"Mystery, Comedy, Crime",8.9816,6.846,6229,37000000,117501013,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",This is not a game.,"John Francis Daley, Jonathan Goldstein","Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan, Billy Magnussen","New Line Cinema, Aggregate Films, Davis Entertainment, Access Entertainment, Dune Entertainment",United States of America,R,"jealousy, husband wife relationship, married couple, sarcasm, dark comedy, insult, revenge, neighbor, dog, game",https://image.tmdb.org/t/p/w500/85R8LMyn9f2Lev2YPBF8Nughrkv.jpg,https://www.themoviedb.org/movie/445571
338953,tt4123432,Fantastic Beasts: The Secrets of Dumbledore,Fantastic Beasts: The Secrets of Dumbledore,en,2022-04-06,2022,142,"Fantasy, Adventure",8.9705,6.626,5038,200000000,407200000,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",Return to the magic.,David Yates,"Eddie Redmayne, Jude Law, Mads Mikkelsen, Ezra Miller, Dan Fogler","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",PG-13,"prison, witch, berlin, germany, magic, election campaign, affectation, curse, bhutan, lgbt, fantasy world",https://image.tmdb.org/t/p/w500/3c5GNLB4yRSLBby0trHoA1DSQxQ.jpg,https://www.themoviedb.org/movie/338953
274855,tt1981128,Geostorm,Geostorm,en,2017-10-12,2017,109,"Action, Science Fiction, Thriller",8.9668,6.112,5119,120000000,221600160,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",Some things were never meant to be controlled.,Dean Devlin,"Gerard Butler, Alexandra Maria Lara, Jim Sturgess, Abbie Cornish, Ed Harris","Twisted Media, Skydance Media, RatPac Entertainment, Electric Entertainment, Warner Bros. Pictures, October Pictures","Hong Kong, United States of America",PG-13,"future, artificial intelligence (a.i.), weather manipulation, end of the world, murder, space, conspiracy, disaster, apocalypse, storm",https://image.tmdb.org/t/p/w500/nrsx0jEaBgXq4PWo7SooSnYJTv.jpg,https://www.themoviedb.org/movie/274855
438695,tt6467266,Sing 2,Sing 2,en,2021-12-01,2021,110,"Animation, Music, Comedy, Family",8.9608,7.833,4731,85000000,408402685,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",Where will your dreams take you?,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Scarlett Johansson, Taron Egerton, Bobby Cannavale",Illumination,United States of America,PG,"wolf, stage, villain, sequel, anthropomorphism, singing, thug, animals, villain arrested, talking animal",https://image.tmdb.org/t/p/w500/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,https://www.themoviedb.org/movie/438695
522627,tt8367814,The Gentlemen,The Gentlemen,en,2020-01-01,2020,113,"Comedy, Crime",8.9601,7.662,6509,22000000,115171795,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Criminal. Class.,Guy Ritchie,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong, Lyne Renee","Miramax, Toff Guy Films, Coach Films, STXfilms","United Kingdom, United States of America",R,"london, england, robbery, businessman, gangster, dark comedy, betrayal, marijuana, business, jewish american, gunfight",https://image.tmdb.org/t/p/w500/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,https://www.themoviedb.org/movie/522627
1050035,tt23736044,Monster,怪物,ja,2023-06-02,2023,125,"Mystery, Thriller, Drama",8.9446,7.922,854,0,0,"After an outburst at school involving her son, a concerned single mother demands answers, triggering a sequence of deepening suspicion and turmoil.","Are they the ones we dream of, or the ones we fail to see among us?",Hirokazu Kore-eda,"Sakura Ando, Soya Kurokawa, Hinata Hiiragi, Eita Nagayama, Yuko Tanaka","TOHO, Fuji Television Network, AOI Pro., BUN-BUKU, GAGA Corporation",Japan,PG-13,"friendship, japan, bullying, elementary school, coming of age, school, teacher student relationship, childhood, lgbt, childhood friends",https://image.tmdb.org/t/p/w500/kvUJUyUGOhEoiWWNH04IXoExPE2.jpg,https://www.themoviedb.org/movie/1050035
109418,tt2191701,Grown Ups 2,Grown Ups 2,en,2013-07-11,2013,101,Comedy,8.9225,6.142,4619,80000000,247022278,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",Just because they're a little older doesn't mean they've grown up.,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Salma Hayek Pinault","Columbia Pictures, Happy Madison Productions",United States of America,PG-13,"friendship, journey in the past, cliff, past, sequel, friends, ridiculous, burpsnart",https://image.tmdb.org/t/p/w500/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg,https://www.themoviedb.org/movie/109418
98566,tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,en,2014-08-07,2014,101,"Science Fiction, Action, Adventure, Comedy",8.9107,5.927,7139,125000000,485004754,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Jonathan Liebesman,"Pete Ploszek, Alan Ritchson, Jeremy Howard, Noel Fisher, Megan Fox","Nickelodeon Movies, Paramount Pictures, Platinum Dunes, Mirage Studios, Gama Entertainment Partners, Mednick Productions, Heavy Metal",United States of America,PG-13,"new york city, van, martial arts, hero, experiment, mutation, superhero, turtle, based on comic, ninja",https://image.tmdb.org/t/p/w500/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg,https://www.themoviedb.org/movie/98566
1032823,tt26753003,Trap,Trap,en,2024-07-31,2024,105,"Crime, Horror, Thriller",8.895,6.238,2751,30000000,83677281,"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.","30,000 fans. 300 cops. 1 serial killer. No escape.",M. Night Shyamalan,"Josh Hartnett, Ariel Donoghue, Saleka Night Shyamalan, Alison Pill, Hayley Mills",Blinding Edge Pictures,United States of America,PG-13,"concert, philadelphia, pennsylvania, double life, escape, s.w.a.t., pop star, father, limousine, celebrity, trap",https://image.tmdb.org/t/p/w500/jwoaKYVqPgYemFpaANL941EF94R.jpg,https://www.themoviedb.org/movie/1032823
218381,tt2823574,Extraction,Extraction,en,2013-09-05,2013,102,Action,8.892,4.908,49,1100000,0,"A major feature exclusively for digital, EXTRACTION follows a U.S. Black Ops team member who finds himself the only survivor of a botched prisoner extraction mission. Forced to fight his way out of a maximum-security Chechen prison, he must keep his target alive in order to catch a terrorist arms-dealer who is a threat to thousands of lives.",One Is The Deadliest Number,Tony Giglio,"Jonathan Patrick Foo, Danny Glover, Sean Astin, Joanne Kelly, Falk Hentschel",Sony Pictures,United States of America,NR,,https://image.tmdb.org/t/p/w500/aAU27tuWBrIcOhxLyxd1QgFgXSi.jpg,https://www.themoviedb.org/movie/218381
308266,tt2005151,War Dogs,War Dogs,en,2016-08-18,2016,114,"Comedy, Crime, Drama",8.8717,6.939,5419,50000000,86234523,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",An American dream,Todd Phillips,"Miles Teller, Jonah Hill, Ana de Armas, Bradley Cooper, Kevin Pollak","The Mark Gordon Company, Joint Effort, RatPac Entertainment, Warner Bros. Pictures",United States of America,R,"corruption, smuggling (contraband), iraq, rise and fall, drugs, american exceptionalism",https://image.tmdb.org/t/p/w500/mDcPRjZC1bb6LavFU3gwsWdVfCM.jpg,https://www.themoviedb.org/movie/308266
84892,tt1659337,The Perks of Being a Wallflower,The Perks of Being a Wallflower,en,2012-09-20,2012,103,Drama,8.8712,7.802,11120,13000000,33384127,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",We are infinite.,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh",Mr. Mudd,United States of America,PG-13,"school friend, depression, high school, friendship, based on novel or book, trauma, coming of age, freshman, school, teenage boy",https://image.tmdb.org/t/p/w500/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg,https://www.themoviedb.org/movie/84892
44833,tt1440129,Battleship,Battleship,en,2012-04-11,2012,131,"Thriller, Action, Adventure, Science Fiction",8.8542,5.881,5883,209000000,303025485,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",The battle for Earth begins at sea.,Peter Berg,"Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker, Tadanobu Asano","Bluegrass Films, Film 44, dentsu, Universal Pictures, Hasbro Studios","Japan, United States of America",PG-13,"fight, u.s. navy, mind reading, hong kong, football (soccer), scientist, fictional war, armada, battleship, naval combat",https://image.tmdb.org/t/p/w500/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg,https://www.themoviedb.org/movie/44833
1362315,tt33502160,The Hand That Rocks the Cradle,The Hand That Rocks the Cradle,en,2025-10-16,2025,105,"Horror, Thriller",8.8419,5.707,181,0,0,Suburban couple Caitlin and Miguel hire the seemingly sweet Polly to take care of their newborn baby. But Polly's true motives have little to do with singing lullabies.,Good help is hard to find.,Michelle Garza Cervera,"Maika Monroe, Mary Elizabeth Winstead, Raúl Castillo, Mileiah Vega, Nora Contreras","20th Century Studios, Department M, Radar Pictures",United States of America,R,"nanny, remake, psychological thriller, paranoid, newborn baby, baffled, callous",https://image.tmdb.org/t/p/w500/qnLwCl7HPprx3OQCPXHIRZXOfPw.jpg,https://www.themoviedb.org/movie/1362315
257211,tt2361509,The Intern,The Intern,en,2015-09-23,2015,121,Comedy,8.8416,7.226,7239,35000000,194564672,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",Experience never gets old.,Nancy Meyers,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm, JoJo Kushner","RatPac Entertainment, Waverly Films, Warner Bros. Pictures",United States of America,PG-13,"new york city, friendship, san francisco, california, office, masseuse, website, tai chi, internet, fish out of water, brooklyn, new york city",https://image.tmdb.org/t/p/w500/bTQ46fupPbjBfFBHuzfD3hxxL0Q.jpg,https://www.themoviedb.org/movie/257211
1226578,tt23468450,Longlegs,Longlegs,en,2024-07-10,2024,101,"Crime, Horror, Mystery",8.8352,6.529,2567,10000000,127961936,"FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives of another innocent family.",Say your prayers.,Osgood Perkins,"Maika Monroe, Nicolas Cage, Blair Underwood, Alicia Witt, Michelle Choi-Lee","C2 Motion Picture Group, Saturn Films, Oddfellows Entertainment, Traffic., Range Media Partners","Canada, United States of America",R,"homicide, fbi, religion and supernatural, haunting, satanism, barn, satanist, code, oregon, usa, flashback",https://image.tmdb.org/t/p/w500/1EwNyiiNFd863H4e8nWEzutnZD7.jpg,https://www.themoviedb.org/movie/1226578
406759,tt5834426,Moonfall,Moonfall,en,2022-02-02,2022,131,"Science Fiction, Adventure, Action",8.8338,6.25,3523,146000000,67319703,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,Humanity will face the dark side of the Moon.,Roland Emmerich,"Halle Berry, Patrick Wilson, John Bradley, Charlie Plummer, Kelly Yu","Centropolis Entertainment, Street Entertainment, Lionsgate, AGC Studios, Huayi Tencent Entertainment, Huayi Brothers International","Hong Kong, United Kingdom, United States of America",PG-13,"moon, looting, space travel, flooding, lost civilisation, alien life-form, stepfather, end of the world, disaster, alternate history",https://image.tmdb.org/t/p/w500/bjTU4fmmGjAOOiOlE6WYDagoSsP.jpg,https://www.themoviedb.org/movie/406759
235260,tt3210686,Son of God,Son of God,en,2014-02-28,2014,138,Drama,8.8242,6.86,343,22000000,70829270,"In the Holy Land, the Roman occupation has produced a cauldron of oppression, anxiety and excessive taxes levied upon the Jewish people. Fearing the wrath of Roman governor Pontius Pilate , Jewish high priest Caiaphas tries to keep control of his people. That control is threatened when Jesus arrives in Jerusalem, performing miracles and spreading messages of love and hope. Those who fear that Jesus will inspire a revolution decide that he must die.",Their Empire. His Kingdom.,Christopher Spencer,"Diogo Morgado, Roma Downey, Greg Hicks, Adrian Schiller, Darwin Shaw","Hearst Entertainment Productions, LightWorkers Media, TSG Entertainment",United States of America,PG-13,"christianity, crucifixion, bible, biography, resurrection, torture, jesus christ, christian film",https://image.tmdb.org/t/p/w500/ayqHV0rHuAdMv8PS497W2OByGWk.jpg,https://www.themoviedb.org/movie/235260
4258,tt0795461,Scary Movie 5,Scary Movie 5,en,2013-04-11,2013,88,Comedy,8.8171,4.791,2989,20000000,78613981,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",Evil is coming. Bring protection.,Malcolm D. Lee,"Ashley French, Simon Rex, Charlie Sheen, Gracie Whitton, Ava Kolker","Dimension Films, Brad Grey Pictures",United States of America,PG-13,"supernatural, ballet dancer, parody, sequel, spoof, horror spoof, demonic possession, paranormal activity, aftercreditsstinger, duringcreditsstinger",https://image.tmdb.org/t/p/w500/vBqLLxE6GaAPhO6v9EFvFbLZ7Ap.jpg,https://www.themoviedb.org/movie/4258
290250,tt3799694,The Nice Guys,The Nice Guys,en,2016-05-15,2016,116,"Comedy, Crime, Action",8.8006,7.129,8549,50000000,71261763,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,They're not that nice.,Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer, Margaret Qualley","Silver Pictures, Waypoint Entertainment",United States of America,R,"daughter, pornography, detective, 1970s, investigation, alcoholism, private investigator, conspiracy, whodunit, alcoholic",https://image.tmdb.org/t/p/w500/clq4So9spa9cXk3MZy2iMdqkxP2.jpg,https://www.themoviedb.org/movie/290250
545609,tt8936646,Extraction,Extraction,en,2020-04-23,2020,116,"Action, Thriller",8.7954,7.293,6552,65000000,0,A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,"When the mission ends, redemption begins",Sam Hargrave,"Chris Hemsworth, Rudhraksh Jaiswal, Randeep Hooda, Golshifteh Farahani, Pankaj Tripathi","AGBO, Thematic Entertainment, TGIM Films",United States of America,R,"drug dealer, mercenary, crime boss, mumbai (bombay), india, rescue mission, based on comic, based on graphic novel, child kidnapping, dhaka (dacca), bangladesh",https://image.tmdb.org/t/p/w500/nygOUcBKPHFTbxsYRFZVePqgPK6.jpg,https://www.themoviedb.org/movie/545609
1316147,tt32897929,Grand Prix of Europe,Grand Prix of Europe,de,2025-07-18,2025,98,"Animation, Adventure, Comedy",8.7788,7.2,42,0,14929479,"Edda, a young mouse and the daughter of fairground operator Erwin, dreams of becoming a race car driver. Ahead of the 50th anniversary of the European Grand Prix, Edda gets the opportunity to meet her idol, racing star Ed, and to help her father save his failing business. But to do so, she'll have to get behind the wheel herself.",,Waldemar Fast,"Gemma Arterton, Thomas Brodie-Sangster, Hayley Atwell, Lenny Henry, Rob Beckett","Mack Media, Mack Animation, MACK Magic, Timeless Films, Warner Bros. International Television Production Germany","Germany, United Kingdom",PG,"car race, mouse, racing, race car driver, cartoon mouse, grand prix, motor racing, race car driving, speed racing, animation",https://image.tmdb.org/t/p/w500/jGGEqRaHAJ1pKJBj35WVxDyQBNw.jpg,https://www.themoviedb.org/movie/1316147
474350,tt7349950,It Chapter Two,It Chapter Two,en,2019-09-04,2019,169,"Horror, Thriller, Drama",8.7637,6.8,9525,79000000,473123154,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",It ends.,Andy Muschietti,"Jessica Chastain, James McAvoy, Bill Hader, Isaiah Mustafa, Jay Ryan","New Line Cinema, Vertigo Entertainment, Double Dream, Rideback",United States of America,R,"based on novel or book, clown, carnival, sequel, remake, maine, creature, fear, lgbt, grim",https://image.tmdb.org/t/p/w500/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,https://www.themoviedb.org/movie/474350
139038,tt2243537,A Haunted House,A Haunted House,en,2013-01-11,2013,86,"Comedy, Horror",8.7603,5.949,2032,2500000,60141683,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.",This $*%! ain't paranormal.,Michael Tiddes,"Marlon Wayans, Essence Atkins, Nick Swardson, Cedric the Entertainer, David Koechner","Open Road Films, Endgame Entertainment, Wayans Bros. Entertainment, IM Global",United States of America,R,"ghostbuster, haunted house, parody, crude humor, spoof, horror spoof, fake documentary, demonic possession, found footage, paranormal activity",https://image.tmdb.org/t/p/w500/tpw6kvuAJBo1CGRw1Bwdz1KU0hc.jpg,https://www.themoviedb.org/movie/139038
877703,tt15486810,Teen Wolf: The Movie,Teen Wolf: The Movie,en,2023-01-18,2023,140,"Action, Fantasy, TV Movie",8.753,7.465,942,15000000,0,"The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",The pack is back.,Russell Mulcahy,"Tyler Posey, Crystal Reed, Holland Roden, Tyler Hoechlin, Shelley Hennig","MTV Entertainment Studios, MGM Television, First Cause, Capital Arts Entertainment",United States of America,R,"sequel, werewolf, supernatural creature, based on movie, banshee, northern california, based on tv series",https://image.tmdb.org/t/p/w500/wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg,https://www.themoviedb.org/movie/877703
1308821,tt32264942,First Taste,Unang Tikim,tl,2024-07-07,2024,99,"Romance, Drama",8.7407,5.1,8,0,0,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved.",You’ll never forget your first love.,Roman Perez Jr.,"Angeli Khang, Robb Guinto, Matthew Francisco, Susan Africa, Audrey Avila","Viva Films, Vivamax, Pelikula Indiopendent",Philippines,R,"lesbian relationship, lesbian sex, lgbt, erotic, lesbian",https://image.tmdb.org/t/p/w500/oDWZS6LznvdH7mZOYfCro0ISJCM.jpg,https://www.themoviedb.org/movie/1308821
138103,tt2333784,The Expendables 3,The Expendables 3,en,2014-08-07,2014,126,"Action, Adventure, Thriller",8.7231,6.206,5295,95000000,214657577,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",New team. New attitude. New mission.,Patrick Hughes,"Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger, Mel Gibson","Davis Films, Ex3 Productions, Fipex Holding, Lionsgate, Millennium Media, Nu Image Entertainment","United States of America, France, Germany, Bulgaria, Romania",PG-13,"central intelligence agency (cia), mercenary, rescue mission, arms dealer, sequel, hospital, battle, sledgehammer, revolver, prisoner transport",https://image.tmdb.org/t/p/w500/utS5euWHlEdKBNnEFwjpZ2oGuhF.jpg,https://www.themoviedb.org/movie/138103
527774,tt5109280,Raya and the Last Dragon,Raya and the Last Dragon,en,2021-03-03,2021,107,"Animation, Family, Fantasy, Adventure, Action",8.7167,7.8,7226,100000000,130423032,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",A quest to save her world.,"Don Hall, Carlos López Estrada","Kelly Marie Tran, Awkwafina, Gemma Chan, Alan Tudyk, Izaac Wang",Walt Disney Animation Studios,United States of America,PG,"kung fu, sword, warrior woman, female protagonist, dragon, vietnamese, south asian, warrior",https://image.tmdb.org/t/p/w500/5nVhgCzxKbK47OLIKxCR1syulOn.jpg,https://www.themoviedb.org/movie/527774
